,dataSid,dataTitle,parkingAddr,parkingBuge,parkingCapacity,parkingDay,parkingDayfee,parkingDaytime,parkingDfee,parkingDtime,parkingEtime1,parkingEtime2,parkingEtime3,parkingFee,parkingGubun,parkingGukgi,parkingLoadAddr,parkingMemo,parkingMonfee,parkingNo,parkingOrgnm,parkingPay,parkingStime1,parkingStime2,parkingStime3,parkingTel,parkingType,parkingUfee,parkingUtime,posx,posy,prkingRegdate
10,71,서부신시가지 롯데마트뒤,전라북도 전주시 완산구 바우배기2길 27,미시행,42.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,1.0,전라북도 전주시 완산구 효자동2가 1237-4, , ,305-2-000042,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1049332,35.81698805,2020-08-31
11,70,전주비보이광장,전라북도 전주시 완산구 홍산남로 83-17,미시행,124.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0,전라북도 전주시 완산구 효자동3가 1538-9,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",50000.0,305-2-000041,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2614,노외,300.0,15.0,127.1103468,35.81643505,2020-08-31
12,69,홍산라이브광장,전라북도 전주시 완산구 홍산남로 45-20,미시행,120.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0,전라북도 전주시 완산구 효자동3가 1533-13,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",50000.0,305-2-000040,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2614,노외,300.0,15.0,127.107681,35.81641226,2020-08-31
13,68,서부신시가지 시티병원,전라북도 전주시 완산구 홍산2길 5-12,미시행,50.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0,전라북도 전주시 완산구 효자동3가 1543-4,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",50000.0,305-2-000005,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2767,노외,300.0,15.0,127.1101742,35.8151348,2020-08-31
14,67,서부신시가지 KB은행,전라북도 전주시 완산구 홍산1길 4-13,미시행,60.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0,전라북도 전주시 완산구 효자동2가 1156-1,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",50000.0,305-2-000006,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2767,노외,300.0,15.0,127.1078241,35.8151391,2020-08-31
15,66,서서학동 주민자치센터,전라북도 전주시 완산구 팔달로 39-21,미시행,16.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 서서학동 121-1, , ,305-2-000058,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.149134,35.805569,2020-08-31
16,65,오거리,전라북도 전주시 완산구 팔달로 217-21,미시행,183.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0,전라북도 전주시 완산구 고사동 11-8,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,305-2-000001,전라북도 전주시 전주시설관리공단,"신용카드,현금",0.0,0.0,0.0,063-239-2768,노외,300.0,15.0,127.1451912,35.821232,2020-08-31
17,64,태평동,전라북도 전주시 완산구 태진로 17,미시행,24.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 태평동 209-1, , ,305-2-000029,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.137278,35.82245737,2020-08-31
18,63,서부신시가지 여명교회뒤,전라북도 전주시 완산구 배학5길 7,미시행,30.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1675-2, , ,305-2-000052,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.0961614,35.82063188,2020-08-31
19,62,모악산,전라북도 전주시 완산구 중인1길 254,미시행,56.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,3.0,전라북도 전주시 완산구 중인동 1318-3, , ,305-2-000014,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.0866859,35.75808408,2020-08-31
20,61,고사동 전주영화제작소,전라북도 전주시 완산구 전주객사3길 22,미시행,14.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,1.0,전라북도 전주시 완산구 고사동 435-2, , ,305-2-000057,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1427168,35.818312,2020-08-31
21,60,한옥마을2,전라북도 전주시 완산구 어진길 30-10,미시행,173.0,평일+토요일+공휴일,12000.0, ,1000.0,30.0,0.0,0.0,0.0,유료,공영,기타,전라북도 전주시 완산구 풍남동2가 44-1,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,305-3-000013,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2768,부설,500.0,15.0,127.152849,35.8183037,2020-08-31
22,59,완산수영장,전라북도 전주시 완산구 쑥고개로 366-7,미시행,210.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동2가 235-1, , ,305-3-000075,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,부설, , ,127.106197,35.802606,2020-08-31
23,58,중화산2동,전라북도 전주시 완산구 신촌3길 28-4,미시행,75.0,평일+토요일+공휴일,4000.0, ,500.0,30.0,0.0,0.0,0.0,유료,공영,2.0,전라북도 전주시 완산구 중화산동2가 486-2,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,305-2-000006,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2768,노외,250.0,15.0,127.115212,35.81757823,2020-08-31
24,57,서부신시가지 KBS옆,전라북도 전주시 완산구 마전1길 12-3,미시행,33.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,1.0,전라북도 전주시 완산구 효자동3가 1698-2, , ,305-2-000050,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1029617,35.82175841,2020-08-31
25,56,서신동 서신지구대,전라북도 전주시 완산구 새터로 46,미시행,28.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 서신동 940-2, , ,305-2-000056,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1114138,35.83541434,2020-08-31
26,55,삼천2동,전라북도 전주시 완산구 상거마4길 24,미시행,194.0,평일+토요일+공휴일,4000.0, ,500.0,30.0,0.0,0.0,0.0,유료,공영,2.0,전라북도 전주시 완산구 삼천동1가 632-5,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",35000.0,305-2-000005,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2768,노외,250.0,15.0,127.1217302,35.796655,2020-08-31
27,54,이중본 뒤,전라북도 전주시 완산구 산월1길 10,미시행,33.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 중화산동2가 644-3, , ,305-2-000017,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.122035,35.812818,2020-08-31
28,53,색장동 만남의광장,전라북도 전주시 완산구 부남길 24,미시행,62.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,3.0,전라북도 전주시 완산구 색장동 583-14, , ,305-2-000023,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1934289,35.788415,2020-08-31
29,52,서부신시가지 전주대원룸옆,전라북도 전주시 완산구 봉곡2길 17-4,미시행,17.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1725-1, , ,305-2-000045,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.0949926,35.812987,2020-08-31
30,51,서부신시가지 엘드@,전라북도 전주시 완산구 범안1길 7-27,미시행,24.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동2가 1165-3, , ,305-2-000044,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.109605,35.813169,2020-08-31
31,50,화산체육관,전라북도 전주시 완산구 백제대로 310,미시행,343.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0, , , ,305-3-000074,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,부설, , ,127.1245751,35.82094133,2020-08-31
32,49,근영여고 앞,전라북도 전주시 완산구 백제대로 270,미시행,45.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 중화산동2가 651-6, , ,305-2-000016,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.123426,35.817146,2020-08-31
33,48,서부신시가지 예다움원룸,전라북도 전주시 완산구 척동4길16-8,미시행,29.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1666-6, , ,305-2-000048,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1013438,35.82167786,2020-08-31
34,47,서부신시가지 신한은행,전라북도 전주시 완산구 홍산북로13,미시행,32.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,1.0,전라북도 전주시 완산구 효자동2가 1229-2, , ,305-2-000040,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1032854,35.81759828,2020-08-31
35,46,서부신시가지 보훈청,전라북도 전주시 완산구 바우배기1길 13-16,미시행,42.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동2가 1243-1, , ,305-2-000039,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1040361,35.815245,2020-08-31
36,45,서부신시가지 마전,전라북도 전주시 완산구 문학대5길 31-3,미시행,42.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1610-8, , ,305-2-000035,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.105126,35.827719,2020-08-31
37,44,서부신시가지 전북경찰청옆,전라북도 전주시 완산구 마전3길 12,미시행,33.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1632-1, , ,305-2-000051,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.102945,35.82381032,2020-08-31
38,43,서부신시가지 KT&G옆,전라북도 전주시 완산구 마전1길 12-3,미시행,20.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1647-10, , ,305-2-000038,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.102946,35.821745,2020-08-31
39,42,서신동,전라북도 전주시 완산구 당산로 56,미시행,131.0,평일+토요일+공휴일,4000.0, ,500.0,30.0,0.0,0.0,0.0,유료,공영,2.0,전라북도 전주시 완산구 서신동 795,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",35000.0,305-2-000007,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2768,노외,250.0,15.0,127.1144504,35.83159158,2020-08-31
40,41,서부신시가지 전주대신정문,전라북도 전주시 완산구 농소6길 3-5,미시행,32.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 효자동3가 1712-10, , ,305-2-000049,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.096657,35.81722291,2020-08-31
41,40,노송천,전라북도 전주시 완산구 노송여울2길 108,미시행,70.0,평일+토요일+공휴일,6000.0, ,600.0,30.0,0.0,0.0,0.0,유료,공영,1.0, ,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",50000.0,305-2-000009,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2767,노외,300.0,15.0,127.1423128,35.82690168,2020-08-31
42,39,한옥마을노상,전라북도 전주시 완산구 관선3길 8-4,미시행,131.0,평일+토요일+공휴일,12000.0, ,1000.0,30.0,0.0,0.0,0.0,유료,공영,기타, ,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,305-1-000008,전라북도 전주시 전주시설관리공단,"신용카드,현금",0.0,0.0,0.0,063-288-9832,노상,500.0,15.0,127.1535986,35.8204445,2020-08-31
43,38,한옥마을1,전라북도 전주시 완산구 기린대로 99,미시행,293.0,평일+토요일+공휴일,12000.0, ,1000.0,30.0,0.0,0.0,0.0,유료,공영,기타,전라북도 전주시 완산구 남노송동 100-1,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,305-2-000012,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2768,노외,500.0,15.0,127.1536774,35.81825046,2020-08-31
44,37,남노송동 병무청,전라북도 전주시 완산구 관선3길 8-4,미시행,20.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0, , , ,305-2-000033,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1535986,35.8204445,2020-08-31
45,36,서신동 에덴교회,전라북도 전주시 완산구 고사평1길 3,미시행,29.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 서신동 944-2, , ,305-2-000070,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.109046,35.83452064,2020-08-31
46,35,신일강변APT옆,전라북도 전주시 완산구 강변로 98,미시행,46.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 완산구 삼천동1가 723-4, , ,305-2-000018,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1115246,35.79998774,2020-08-31
47,34,인후1동안골,전라북도 전주시 덕진구 팽나무4길 11,미시행,33.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 인후동1가 781-7, , ,306-2-000030,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.154604,35.8355004,2020-08-31
48,33,건산천2,전라북도 전주시 덕진구 태진로 125-22,미시행,68.0,평일+토요일+공휴일,4000.0, ,500.0,30.0,0.0,0.0,0.0,유료,공영,2.0,전라북도 전주시 덕진구 금암동 456-12,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,306-2-000004,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2614,노외,250.0,15.0,127.1347648,35.83294201,2020-08-31
49,32,인후3동 진버들,전라북도 전주시 덕진구 진버들5길 15,미시행,88.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 인후동1가 807-6, , ,306-2-000028,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.164735,35.8363209,2020-08-31
50,31,아중지구 밀레니엄 옆,전라북도 전주시 덕진구 정언신로 178,미시행,73.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,1.0,전라북도 전주시 덕진구 우아동2가 920-1, , ,306-2-000021,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.172963,35.83152828,2020-08-31
51,30,아중지구 롯데APT옆,전라북도 전주시 덕진구 정언신로 151,미시행,70.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 우아동2가 889, , ,306-2-000019,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1706162,35.831586,2020-08-31
52,29,아중지구 부영APT옆,전라북도 전주시 덕진구 인교6길 13,미시행,88.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 우아동1가 1098-9, , ,306-2-000020,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.171632,35.825419,2020-08-31
53,28,우아1동 공영주차장,전라북도 전주시 덕진구 우아4길 6,미시행,28.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 우아동3가 746-4, , ,306-2-000025,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1573228,35.8493129,2020-08-31
54,27,호성동 만남의광장,전라북도 전주시 덕진구 완주로 6,미시행,30.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,3.0,전라북도 전주시 덕진구 호성동2가 631-12, , ,306-2-000024,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.147521,35.867441,2020-08-31
55,26,송천2동 시영아파트 옆,전라북도 전주시 덕진구 와룡로 97-14,미시행,156.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 송천동2가 1257, , ,306-2-000072,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.113119,35.868255,2020-08-31
56,25,하가지구 나그네교회 앞,전라북도 전주시 덕진구 연화길 19,미시행,29.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0, , , ,306-2-000068,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.131618,35.85339036,2020-08-31
57,24,인후공원,전라북도 전주시 덕진구 안덕원3길 10,미시행,64.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 우아동3가 산111-3, , ,306-2-000069,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.163767,35.84341911,2020-08-31
58,23,건산천1,전라북도 전주시 덕진구 팔달로 357-23,미시행,77.0,평일+토요일+공휴일,4000.0, ,500.0,30.0,0.0,0.0,0.0,유료,공영,2.0,전라북도 전주시 덕진구 진북동 434-34,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제", ,306-2-000003,전라북도 전주시 전주시설관리공단,신용카드,0.0,0.0,0.0,063-239-2614,노외,250.0,15.0,127.1370205,35.83202671,2020-08-31
59,22,송천2동 용소초교,전라북도 전주시 덕진구 송천3길 30-34,미시행,17.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 송천동1가 844-9, , ,306-2-000063,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.1180147,35.86135501,2020-08-31
60,21,송천1동 송천도서관,전라북도 전주시 덕진구 솔내로 212,미시행,32.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 송천동2가 292, , ,306-2-000061,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.128111,35.869365,2020-08-31
61,20,동물원,전라북도 전주시 덕진구 소리로 68,미시행,840.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 덕진동1가 72, , ,306-2-000011,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2768,노외, , ,127.1440769,35.85730635,2020-08-31
62,19,우아2동 아중택지개발지구,전라북도 전주시 덕진구 산정1길 18,미시행,69.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 산정동 862, , ,306-2-000053,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.168407,35.837556,2020-08-31
63,18,군산방면 만남의광장,전라북도 전주시 덕진구 번영로 453,미시행,52.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 용정동 50-1, , ,306-2-000027,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.056677,35.8750205,2020-08-31
64,17,인후2동건지,전라북도 전주시 덕진구 백동로 14-7,미시행,26.0,평일+토요일+공휴일, , ,0.0,0.0,0.0,0.0,0.0,무료,공영,2.0,전라북도 전주시 덕진구 인후동2가 1559-16, , ,306-2-000032,전라북도 전주시 전주시설관리공단, ,0.0,0.0,0.0,063-239-2614,노외, , ,127.148226,35.8466072,2020-08-31
